,symbol,stock,side,qty,cost basis,amount,fee,created date,date,current_status,batch_number,batch_dateopen,batch_dateclosed,batch_lot,qty_buys,qty_sells,qty_net,amount_buys,amount_sells,amount_net,CB_batch,CB_effective,SB_avg,p&l_batch,p&l_ticker,p&l ticker,p&l_line
277,ADSK,Autodesk,buy,0.083822,298.25,25.0,0.0,10/21/2021,10/21/2021,Active,1.0,7/21/2021,n/a,2.0,0.16714099999999998,0.0,0.16714099999999998,50.0,0.0,50.0,299.14729150836723,299.14862301888826,0.0,0.0,,0.0,0.0
278,NVDA,NVIDIA,buy,0.226244,221.0,50.0,0.0,10/21/2021,10/21/2021,Active,1.0,10/21/2021,n/a,1.0,0.226244,0.0,0.226244,50.0,0.0,50.0,221.0,221.0,0.0,0.0,0.0,,
279,ADSK,Autodesk,buy,0.083822,298.25,25.0,0.0,10/21/2021,10/21/2021,Active,1.0,7/21/2021,n/a,3.0,0.250963,0.0,0.250963,75.0,0.0,75.0,298.84759486458165,298.84883429031373,0.0,0.0,,0.0,0.0
280,NET,Cloudflare,sell,0.02828,176.8,5.0,0.0,10/20/2021,10/21/2021,Active,1.0,5/4/2021,n/a,2.0,1.41806,1.393643,0.024417000000000216,129.5,210.07,-80.57,91.32192996065046,-3299.750174059028,150.7343204464845,82.7996621138492,,82.7996621138492,2.4173198207128053
281,SBUX,Starbucks,buy,1.0,113.8,113.8,0.0,10/21/2021,10/21/2021,Active,1.0,10/21/2021,n/a,1.0,1.0,0.0,1.0,113.8,0.0,113.8,113.8,113.8,0.0,0.0,0.0,,
282,CRM,Salesforce,sell,0.206359,290.76,60.0,0.0,10/21/2021,10/21/2021,Active,1.0,6/1/2021,n/a,1.0,0.4247,0.206359,0.21834100000000004,100.0,60.0,40.0,235.46,183.1996739045804,290.76,11.411652699999996,,11.411652699999996,11.411652699999996
283,EPAM,EPAM Systems,sell,0.165432,638.51,105.63,0.0,10/21/2021,10/21/2021,Inactive,1.0,7/16/2021,10/21/2021,3.0,0.165432,0.165432,0.0,95.0,105.63,-10.629999999999995,574.2524355626481,574.2540741815368,638.51,10.6302574,,10.6302574,10.6302574
284,FVRR,Fiverr International,sell,0.540461,185.03,100.0,0.0,10/21/2021,10/21/2021,Active,1.0,8/13/2021,n/a,3.0,1.568735,1.040461,0.528274,265.77,197.36,68.40999999999997,169.4170796852241,129.4971927446741,189.6865897232092,21.089634683632035,,21.089634683632035,8.438174526244092
285,LOW,Lowe's,sell,0.528739,226.96,120.0,0.0,10/21/2021,10/21/2021,Active,1.0,5/25/2021,n/a,2.0,1.004185,0.528739,0.47544600000000015,192.10000000000002,120.0,72.10000000000002,191.29941654177267,151.6470850527715,226.96,18.85514123711966,,18.85514123711966,18.85514123711966
286,MASI,Masimo,sell,0.176998,282.49,50.0,0.0,10/21/2021,10/21/2021,Active,1.0,7/23/2021,n/a,1.0,0.364431,0.350998,0.013433000000000028,100.0,100.0,0.0,274.4,0.0,284.9042017903236,3.686953820000012,,3.686953820000012,1.4319138200000054
287,PINS,Pinterest,sell,2.0,60.91,121.82,0.0,10/21/2021,10/21/2021,Active,1.0,8/5/2021,n/a,5.0,7.543198,3.0,4.543198,426.12,185.19,240.93,56.49159284298251,53.03092667323766,61.73,15.715221471052452,,15.715221471052452,8.836814314034967
288,UPWK,Upwork,sell,0.858347,58.47,50.19,0.0,10/21/2021,10/21/2021,Inactive,1.0,7/16/2021,10/21/2021,2.0,1.941619,1.941619,0.0,99.21000000000001,110.19,-10.97999999999999,51.09651733939563,45.68082605286674,56.74959979790062,10.976132309999993,,10.976132309999993,6.329006721281776
289,ME,23andMe,sell,3.0,10.19,30.57,0.0,10/21/2021,10/21/2021,Active,1.0,10/21/2021,n/a,1.0,3.0,0.0,3.0,30.57,0.0,30.57,10.19,10.19,0.0,0.0,0.0,,
290,TTD,Trade Desk,sell,2.0,80.57,161.14,0.0,10/21/2021,10/21/2021,,,,,,,,,,,,,,,,,,
291,MTTR,Matterport,sell,1.769521,19.78,35.0,0.0,10/21/2021,10/21/2021,Active,1.0,10/13/2021,n/a,1.0,2.0,1.769521,0.2304790000000001,39.6,35.0,4.600000000000001,19.8,19.958434390985726,19.78,-0.03539041999999924,,-0.03539041999999924,-0.03539041999999924
292,TRMB,Trimble,buy,0.574415,87.05,50.0,0.0,10/21/2021,10/21/2021,Active,1.0,7/7/2021,n/a,4.0,2.264451,0.0,2.264451,191.61,0.0,191.61,84.61836994927246,84.61653619354095,0.0,0.0,,0.0,0.0
293,PLTR,Palantir Technologies,buy,2.017349,24.79,50.0,0.0,10/21/2021,10/21/2021,Active,1.0,8/9/2021,n/a,6.0,7.616446999999999,0.0,7.616446999999999,192.84,0.0,192.84,25.321917241727018,25.318892129099044,0.0,0.0,,0.0,0.0
294,ADSK,Autodesk,buy,0.081955,305.05,25.0,0.0,10/21/2021,10/21/2021,Active,1.0,7/21/2021,n/a,4.0,0.332918,0.0,0.332918,100.0,0.0,100.0,300.37445166677685,300.3742663358545,0.0,0.0,,0.0,0.0
295,MITK,Mitek,buy,2.571355,19.45,50.0,0.0,10/21/2021,10/21/2021,Active,1.0,7/26/2018,n/a,3.0,8.571355,0.0,8.571355,115.97,0.0,115.97,13.531449199105625,13.529949465399577,0.0,0.0,,0.0,0.0
296,ADSK,Autodesk,buy,0.163902,305.06,50.0,0.0,10/21/2021,10/21/2021,Active,1.0,7/21/2021,n/a,5.0,0.49682,0.0,0.49682,150.0,0.0,150.0,301.92022426633395,301.92021255182965,0.0,0.0,,0.0,0.0
297,YNDX,Yandex,buy,0.644828,77.54,50.0,0.0,10/26/2021,10/26/2021,Active,1.0,10/26/2021,n/a,1.0,0.644828,0.0,0.644828,50.0,0.0,50.0,77.54,77.54,0.0,0.0,0.0,,
298,PI,Impinj,buy,0.439908,56.83,25.0,0.0,10/26/2021,10/26/2021,Active,1.0,7/27/2021,n/a,2.0,1.42042,0.0,1.42042,65.0,0.0,65.0,45.76453530645865,45.76111291026598,0.0,0.0,,0.0,0.0
299,TOST,Toast,buy,0.946803,52.81,50.0,0.0,10/26/2021,10/26/2021,Active,1.0,10/18/2021,n/a,2.0,1.600774,0.0,1.600774,84.0,0.0,84.0,52.47500191782226,52.47461540479793,0.0,0.0,,0.0,0.0
300,SHOP,Shopify,buy,0.035017,1427.88,50.0,0.0,10/26/2021,10/26/2021,Active,1.0,5/21/2021,n/a,5.0,0.19079100000000002,0.0,0.19079100000000002,259.0,0.0,259.0,1357.5076984239297,1357.5063813282595,0.0,0.0,,0.0,0.0
301,SE,Sea Limited,buy,0.282477,354.01,100.0,0.0,10/26/2021,10/26/2021,Active,1.0,5/21/2021,n/a,3.0,1.474158,1.0,0.47415799999999997,396.06,360.0,36.06,311.33232203517076,76.05059916736616,360.0,111.56103953155247,,111.56103953155247,0.0
302,MNDY,Monday.com,buy,0.129366,386.5,50.0,0.0,10/26/2021,10/26/2021,Active,1.0,10/26/2021,n/a,1.0,0.129366,0.0,0.129366,50.0,0.0,50.0,386.5,386.5,0.0,0.0,0.0,,
303,IDXX,IDEXX Laboratories,buy,0.076381,654.61,50.0,0.0,10/26/2021,10/26/2021,Active,1.0,10/19/2021,n/a,2.0,0.115456,0.0,0.115456,75.0,0.0,75.0,649.5976944463692,649.5981152993348,0.0,0.0,,0.0,0.0
304,MITK,Mitek,buy,2.014098,19.86,40.0,0.0,10/26/2021,10/26/2021,Active,1.0,7/26/2018,n/a,4.0,10.585453000000001,0.0,10.585453000000001,155.97,0.0,155.97,14.735584866325512,14.734371783616627,0.0,0.0,,0.0,0.0
305,ALRM,Alarm.com,sell,0.596801,81.82,48.83,0.0,10/26/2021,10/26/2021,Inactive,1.0,6/23/2021,10/26/2021,1.0,0.596801,0.596801,0.0,50.0,48.83,1.1700000000000017,83.78,83.78,81.82,-1.1697299600000048,,-1.1697299600000048,-1.1697299600000048
306,NVR,NVR,sell,0.021422,4889.83,104.75,0.0,10/26/2021,10/26/2021,Inactive,1.0,5/21/2021,10/26/2021,1.0,0.021422,0.021422,0.0,100.0,104.75,-4.75,4668.1,4668.1,4889.83,4.749900059999991,,4.749900059999991,4.749900059999991
307,MNDY,Monday.com,buy,0.137631,363.29,50.0,0.0,10/26/2021,10/26/2021,Active,1.0,10/26/2021,n/a,2.0,0.26699700000000004,0.0,0.26699700000000004,100.0,0.0,100.0,374.5357625366577,374.53604347614385,0.0,0.0,,0.0,0.0
308,SPT,Sprout Social,sell,1.011772,122.63,124.07,0.0,10/26/2021,10/26/2021,Inactive,1.0,7/16/2021,10/26/2021,4.0,1.011772,1.011772,0.0,104.0,124.07,-20.069999999999993,102.78874224627683,102.78995663054523,122.63,20.074829039999997,,20.074829039999997,20.074829039999997
309,DKS,Dicks Sporting Goods,buy,1.0,124.07,124.07,0.0,10/26/2021,10/26/2021,Active,1.0,10/26/2021,n/a,1.0,1.0,0.0,1.0,124.07,0.0,124.07,124.07,124.07,0.0,0.0,0.0,,
310,TSCO,Tractor Supply,buy,0.482113,207.42,100.0,0.0,10/26/2021,10/26/2021,Active,1.0,10/26/2021,n/a,1.0,0.482113,0.0,0.482113,100.0,0.0,100.0,207.42,207.42,0.0,0.0,0.0,,
311,CIEN,Ciena,sell,2.0,52.6,105.2,0.0,10/26/2021,10/26/2021,Inactive,1.0,5/20/2021,10/26/2021,1.0,2.0,2.0,0.0,103.82,105.2,-1.3800000000000097,51.91,51.91,52.6,1.3800000000000097,,1.3800000000000097,1.3800000000000097
312,TWLO,Twilio,sell,0.147869,355.86,52.62,0.0,10/26/2021,10/26/2021,Inactive,1.0,9/13/2021,10/26/2021,1.0,0.147869,0.147869,0.0,50.0,52.62,-2.6199999999999974,338.14,338.14,355.86,2.620238680000004,,2.620238680000004,2.620238680000004
313,MKC,McCormick,buy,0.004176,81.42,0.34,0.0,10/26/2021,10/27/2021,Active,1.0,5/19/2021,n/a,3.0,1.0081579999999999,0.0,1.0081579999999999,90.38000000000001,0.0,90.38000000000001,89.64863947912927,89.64864634313274,0.0,0.0,,0.0,0.0
314,ZS,Zscaler,buy,0.237191,316.2,75.0,0.0,10/27/2021,10/27/2021,Active,1.0,10/27/2021,n/a,1.0,0.237191,0.0,0.237191,75.0,0.0,75.0,316.2,316.2,0.0,0.0,0.0,,
315,TSLA,Tesla,buy,0.048164,1038.12,50.0,0.0,10/27/2021,10/27/2021,Active,1.0,10/27/2021,n/a,1.0,0.048164,0.0,0.048164,50.0,0.0,50.0,1038.12,1038.12,0.0,0.0,0.0,,
316,NVDA,NVIDIA,buy,0.30642,244.76,75.0,0.0,10/27/2021,10/27/2021,Active,1.0,10/21/2021,n/a,2.0,0.532664,0.0,0.532664,125.0,0.0,125.0,234.66816454650586,234.66951023534534,0.0,0.0,,0.0,0.0
317,CMG,Chipotle,sell,0.031562,1749.89,55.23,0.0,10/27/2021,10/27/2021,Inactive,1.0,7/16/2021,10/27/2021,1.0,0.031562,0.031562,0.0,50.0,55.23,-5.229999999999997,1584.18,1584.18,1749.89,5.230139020000001,,5.230139020000001,5.230139020000001
318,SE,Sea Limited,buy,0.11783,339.47,40.0,0.0,10/27/2021,10/27/2021,Active,1.0,5/21/2021,n/a,4.0,1.5919880000000002,1.0,0.591988,436.06,360.0,76.06,316.9328791319292,128.48233410136694,360.0,111.56103953155247,,111.56103953155247,0.0
319,NET,Cloudflare,sell,0.024417,181.43,4.43,0.0,10/27/2021,10/27/2021,Inactive,1.0,5/4/2021,10/27/2021,2.0,1.41806,1.4180599999999999,2.1510571102112408e-16,129.5,214.5,-85.0,91.32192996065046,-3299.750174059028,151.26285690309297,84.99983085999999,,84.99983085999999,2.2001687461507977
320,LOW,Lowe's,sell,0.475446,233.86,111.19,0.0,10/27/2021,10/27/2021,Inactive,1.0,5/25/2021,10/27/2021,2.0,1.004185,1.0041849999999999,1.6653345369377348e-16,192.10000000000002,231.19,-39.089999999999975,191.29941654177267,151.6470850527715,230.22690540089727,39.09040040000002,,39.09040040000002,20.235259162880357
321,FVRR,Fiverr International,sell,0.528274,174.28,92.07,0.0,10/27/2021,10/27/2021,Inactive,1.0,8/13/2021,10/27/2021,3.0,1.568735,1.5687350000000002,0.0,265.77,289.43,-23.660000000000025,169.4170796852241,129.4971927446741,184.49839619183606,23.658589049999954,,23.658589049999954,2.5689543663679193
322,SHOP,Shopify,sell,0.147696,1354.13,200.0,0.0,10/27/2021,10/27/2021,Active,1.0,5/21/2021,n/a,5.0,0.19079100000000002,0.147696,0.04309500000000002,259.0,200.0,59.0,1357.5076984239297,1369.0683373941285,1354.13,-0.4988725464207043,,-0.4988725464207043,-0.4988725464207043
323,TER,Teradyne,sell,0.811652,123.21,100.0,0.0,10/27/2021,10/27/2021,Active,1.0,4/1/2021,n/a,5.0,1.498463,0.811652,0.6868110000000001,185.59,100.0,85.59,123.85303261408525,124.61943678828673,123.21,-0.5219187072875272,,-0.5219187072875272,-0.5219187072875272
324,TER,Teradyne,sell,0.243131,123.39,30.0,0.0,10/27/2021,10/27/2021,Active,1.0,4/1/2021,n/a,5.0,1.498463,1.054783,0.4436800000000001,185.59,130.0,55.59,123.85303261408525,125.29300396682292,123.25149060043631,-0.6344962897826882,,-0.6344962897826882,-0.112577582495161
325,PCOR,Procore Technologies,sell,0.56043,91.22,51.12,0.0,10/27/2021,10/27/2021,Inactive,1.0,7/7/2021,10/27/2021,1.0,1.0,1.0,0.0,91.15,93.12,-1.9699999999999918,91.15,87.70051567546349,93.1233381,1.9733380999999925,,1.9733380999999925,0.039230099999996174
326,PAC,Grupo Aeroportuario del Pacific,sell,1.048605,126.22,132.36,0.0,10/27/2021,10/27/2021,Inactive,1.0,5/25/2021,10/27/2021,3.0,1.048605,1.048605,0.0,116.89,132.36,-15.470000000000013,111.47178865254314,111.47190791575474,126.22000000000001,15.46504816,,15.46504816,15.46504816
327,TRMB,Trimble,sell,2.264451,85.83,194.36,0.0,10/27/2021,10/27/2021,Inactive,1.0,7/7/2021,10/27/2021,4.0,2.264451,2.264451,0.0,191.61,194.36,-2.75,84.61836994927246,84.61653619354095,85.83,2.743676880000019,,2.743676880000019,2.743676880000019
328,ABNB,Airbnb,sell,0.491681,169.32,83.25,0.0,10/27/2021,10/27/2021,Inactive,1.0,7/7/2021,10/27/2021,1.0,1.0,1.0,5.551115123125783e-17,148.04,158.25,-10.210000000000008,148.04,148.55160154653115,158.25389537,10.21389537000001,,10.21389537000001,10.46297168
329,CRM,Salesforce,sell,0.218341,295.13,64.44,0.0,10/27/2021,10/27/2021,Inactive,1.0,6/1/2021,10/27/2021,1.0,0.4247,0.42469999999999997,2.7755575615628914e-17,100.0,124.44,-24.439999999999998,235.46,183.1996739045804,293.0066450906522,24.440060169999995,,24.440060169999995,13.028407469999998
330,LITE,Lumentum,sell,2.0,82.29,164.58,0.0,10/26/2021,10/28/2021,Inactive,1.0,5/4/2021,10/28/2021,2.0,3.0,3.0,0.0,246.88,245.55,1.329999999999984,82.29333333333334,82.955,81.85000000000001,-1.3299999999999983,,-1.3299999999999983,-0.006666666666660603
331,ISRG,Intuitive Surgical,buy,0.142243,351.51,50.0,0.0,10/28/2021,10/28/2021,Active,1.0,7/16/2021,n/a,4.0,0.424003,0.0,0.424003,209.0,0.0,209.0,492.91919830755916,492.92104065301424,0.0,0.0,,0.0,0.0
332,NVDA,NVIDIA,buy,0.403567,247.79,100.0,0.0,10/28/2021,10/28/2021,Active,1.0,10/21/2021,n/a,3.0,0.936231,0.0,0.936231,225.0,0.0,225.0,240.3243965752042,240.3253043319437,0.0,0.0,,0.0,0.0
333,ZS,Zscaler,buy,0.237484,315.81,75.0,0.0,10/28/2021,10/28/2021,Active,1.0,10/27/2021,n/a,2.0,0.474675,0.0,0.474675,150.0,0.0,150.0,316.0048796334334,316.0056881023858,0.0,0.0,,0.0,0.0
334,CRWD,CrowdStrike Holdings,buy,0.354786,281.86,100.0,0.0,10/28/2021,10/28/2021,Active,1.0,6/2/2021,n/a,2.0,0.80726,0.0,0.80726,200.0,0.0,200.0,247.75321544483808,247.75165374228874,0.0,0.0,,0.0,0.0
335,NFLX,Netflix,buy,0.147896,676.15,100.0,0.0,10/28/2021,10/28/2021,Active,1.0,10/28/2021,n/a,1.0,0.147896,0.0,0.147896,100.0,0.0,100.0,676.15,676.15,0.0,0.0,0.0,,
336,NVEE,NV5 Global,buy,0.962834,103.86,100.0,0.0,10/28/2021,10/28/2021,Active,1.0,10/28/2021,n/a,1.0,0.962834,0.0,0.962834,100.0,0.0,100.0,103.86,103.86,0.0,0.0,0.0,,
337,SYNA,Synaptics,buy,0.527342,189.63,100.0,0.0,10/28/2021,10/28/2021,Active,1.0,10/28/2021,n/a,1.0,0.527342,0.0,0.527342,100.0,0.0,100.0,189.63,189.63,0.0,0.0,0.0,,
338,TSLA,Tesla,buy,0.046709,1070.46,50.0,0.0,10/28/2021,10/28/2021,Active,1.0,10/27/2021,n/a,2.0,0.094873,0.0,0.094873,100.0,0.0,100.0,1054.0420121636291,1054.0406648888513,0.0,0.0,,0.0,0.0
339,TSCO,Tractor Supply,buy,0.238356,209.77,50.0,0.0,10/28/2021,10/28/2021,Active,1.0,10/26/2021,n/a,2.0,0.720469,0.0,0.720469,150.0,0.0,150.0,208.1974610704971,208.19771565466382,0.0,0.0,,0.0,0.0
340,UPWK,Upwork,buy,4.0,48.0,192.0,0.0,10/29/2021,10/29/2021,Active,2.0,10/29/2021,n/a,1.0,4.0,0.0,4.0,192.0,0.0,192.0,48.0,48.0,0.0,0.0,,10.976132309999993,0.0
341,RBLX,Roblox,buy,0.589622,84.8,50.0,0.0,10/29/2021,10/29/2021,Active,1.0,5/25/2021,n/a,4.0,3.589622,1.0,2.589622,302.71,84.01,218.7,84.36493006830082,84.45247993722636,84.01,-0.22666666666665947,,-0.22666666666665947,0.0
342,FB,Meta Platforms,buy,0.617898,323.68,200.0,0.0,10/29/2021,10/29/2021,Active,1.0,10/29/2021,n/a,1.0,0.617898,0.0,0.617898,200.0,0.0,200.0,323.68,323.68,0.0,0.0,0.0,,
343,MTTR,Matterport,buy,3.635482,20.63,75.0,0.0,10/29/2021,10/29/2021,Active,1.0,10/13/2021,n/a,2.0,5.635482,1.769521,3.8659610000000004,114.6,35.0,79.6,20.580517459953683,20.58996456508485,19.78,-0.03539041999999924,,-0.03539041999999924,0.0
344,AMZN,Amazon,buy,0.03009,3323.36,100.0,0.0,10/29/2021,10/29/2021,Active,1.0,5/25/2021,n/a,4.0,0.097613,0.0,0.097613,320.0,0.0,320.0,3278.2506411031322,3278.251872189155,0.0,0.0,,0.0,0.0
345,PLTR,Palantir Technologies,buy,4.0,26.3,105.2,0.0,11/1/2021,11/1/2021,Active,1.0,8/9/2021,n/a,7.0,11.616446999999999,0.0,11.616446999999999,298.04,0.0,298.04,25.658709639014408,25.656726191752096,0.0,0.0,,0.0,0.0
346,F,Ford Motor,sell,0.361344,17.41,6.29,0.0,11/1/2021,11/1/2021,Inactive,1.0,6/17/2021,11/1/2021,3.0,5.361344,5.361344,-1.1102230246251565e-16,80.4,83.69000000000001,-3.29,14.999373052727078,8.302337938363445,15.610078189349538,3.2742003199999985,,3.2742003199999985,0.8710655836353868
347,TSLA,Tesla,sell,0.094873,1136.99,107.87,0.0,11/1/2021,11/1/2021,Inactive,1.0,10/27/2021,11/1/2021,2.0,0.094873,0.094873,0.0,100.0,107.87,-7.8700000000000045,1054.0420121636291,1054.0406648888513,1136.99,7.869524450000015,,7.869524450000015,7.869524450000015
348,TXG,10x Genomics,sell,0.129626,163.24,21.16,0.0,11/1/2021,11/1/2021,Inactive,1.0,9/15/2021,11/1/2021,1.0,0.129626,0.129626,0.0,20.0,21.16,-1.1600000000000001,154.29,154.29,163.24,1.160152700000002,,1.160152700000002,1.160152700000002
349,SBUX,Starbucks,buy,0.233187,107.21,25.0,0.0,11/1/2021,11/1/2021,Active,1.0,10/21/2021,n/a,2.0,1.233187,0.0,1.233187,138.8,0.0,138.8,112.5538772870619,112.55389490807153,0.0,0.0,,0.0,0.0
350,SNOW,Snowflake,buy,0.141306,353.84,50.0,0.0,11/1/2021,11/1/2021,Active,1.0,5/25/2021,n/a,3.0,0.45158499999999996,0.0,0.45158499999999996,130.0,0.0,130.0,287.8770913338575,287.87492941528177,0.0,0.0,,0.0,0.0
351,MTTR,Matterport,sell,3.865961,24.12,93.23,0.0,11/1/2021,11/1/2021,Inactive,1.0,10/13/2021,11/1/2021,2.0,5.635482,5.635482,4.440892098500626e-16,114.6,128.23000000000002,-13.63000000000001,20.580517459953683,20.58996456508485,22.75725567041116,13.648111040000005,,13.648111040000005,13.683501460000004
352,ZI,ZoomInfo Technologies,buy,1.456424,68.66,100.0,0.0,11/1/2021,11/1/2021,Active,1.0,5/25/2021,n/a,4.0,3.3814580000000003,0.0,3.3814580000000003,203.25,0.0,203.25,60.106860046760886,60.10720819244243,0.0,0.0,,0.0,0.0
353,MSFT,Microsoft,buy,0.301918,331.22,100.0,0.0,11/1/2021,11/1/2021,Active,1.0,11/1/2021,n/a,1.0,0.301918,0.0,0.301918,100.0,0.0,100.0,331.22,331.22,0.0,0.0,0.0,,
354,COIN,Coinbase,buy,0.154035,324.6,50.0,0.0,11/1/2021,11/1/2021,Active,1.0,11/1/2021,n/a,1.0,0.154035,0.0,0.154035,50.0,0.0,50.0,324.6,324.6,0.0,0.0,0.0,,
355,MNDY,Monday.com,buy,0.131395,380.53,50.0,0.0,11/1/2021,11/1/2021,Active,1.0,10/26/2021,n/a,3.0,0.3983920000000001,0.0,0.3983920000000001,150.0,0.0,150.0,376.512742073134,376.5135846101327,0.0,0.0,,0.0,0.0
356,ZS,Zscaler,buy,0.313033,319.46,100.0,0.0,11/1/2021,11/1/2021,Active,1.0,10/27/2021,n/a,3.0,0.7877080000000001,0.0,0.7877080000000001,250.0,0.0,250.0,317.3779349962168,317.3764897652429,0.0,0.0,,0.0,0.0
357,INTU,Intuit,buy,0.06364,628.54,40.0,0.0,11/1/2021,11/1/2021,Active,1.0,11/1/2021,n/a,1.0,0.06364,0.0,0.06364,40.0,0.0,40.0,628.54,628.54,0.0,0.0,0.0,,
358,UPWK,Upwork,sell,2.0,48.0,96.0,0.0,11/1/2021,11/1/2021,Active,2.0,10/29/2021,n/a,1.0,4.0,2.0,2.0,192.0,96.0,96.0,48.0,48.0,48.0,0.0,,10.976132309999993,0.0
359,NFLX,Netflix,sell,0.073374,681.44,50.0,0.0,11/1/2021,11/1/2021,Active,1.0,10/28/2021,n/a,1.0,0.147896,0.073374,0.074522,100.0,50.0,50.0,676.15,670.9428088349748,681.44,0.38814846000000564,,0.38814846000000564,0.38814846000000564
360,PI,Impinj,buy,0.385671,77.79,30.0,0.0,11/2/2021,11/2/2021,Active,1.0,7/27/2021,n/a,3.0,1.806091,0.0,1.806091,95.0,0.0,95.0,52.60322338686146,52.5997859465553,0.0,0.0,,0.0,0.0
361,TWLO,Twilio,buy,1.0,297.41,297.41,0.0,11/2/2021,11/2/2021,Active,2.0,11/2/2021,n/a,1.0,1.0,0.0,1.0,297.41,0.0,297.41,297.41,297.41,0.0,0.0,,2.620238680000004,0.0
362,AMD,AMD,buy,0.189393,132.0,25.0,0.0,11/4/2021,11/4/2021,Active,1.0,6/17/2021,n/a,6.0,1.4293169999999997,0.0,1.4293169999999997,154.0,0.0,154.0,107.74536461120942,107.74376852720567,0.0,0.0,,0.0,0.0
363,LRCX,Lam Research,buy,0.085673,583.61,50.0,0.0,11/4/2021,11/4/2021,Active,1.0,11/4/2021,n/a,1.0,0.085673,0.0,0.085673,50.0,0.0,50.0,583.61,583.61,0.0,0.0,0.0,,
364,TOST,Toast,sell,1.600774,59.75,95.65,0.0,11/4/2021,11/4/2021,Inactive,1.0,10/18/2021,11/4/2021,2.0,1.600774,1.600774,0.0,84.0,95.65,-11.650000000000006,52.47500191782226,52.47461540479793,59.75,11.645627779999986,,11.645627779999986,11.645627779999986
365,BLND,Blend Labs,buy,1.324503,15.1,20.0,0.0,11/4/2021,11/4/2021,Active,1.0,8/5/2021,n/a,3.0,3.9751209999999997,0.0,3.9751209999999997,69.65,0.0,69.65,17.523549733454654,17.521479220380968,0.0,0.0,,0.0,0.0
366,INTU,Intuit,sell,0.06364,628.85,40.02,0.0,11/4/2021,11/4/2021,Inactive,1.0,11/1/2021,11/4/2021,1.0,0.06364,0.06364,0.0,40.0,40.02,-0.020000000000003126,628.54,628.54,628.85,0.019728400000003764,,0.019728400000003764,0.019728400000003764
367,COIN,Coinbase,sell,0.154035,337.39,51.97,0.0,11/4/2021,11/4/2021,Inactive,1.0,11/1/2021,11/4/2021,1.0,0.154035,0.154035,0.0,50.0,51.97,-1.9699999999999989,324.6,324.6,337.39,1.9701076499999945,,1.9701076499999945,1.9701076499999945
368,PUBM,PubMatic,buy,3.733432,26.79,100.0,0.0,11/4/2021,11/4/2021,Active,2.0,11/4/2021,n/a,1.0,3.733432,0.0,3.733432,100.0,0.0,100.0,26.79,26.79,0.0,0.0,,0.740000000000002,0.0
369,BLND,Blend Labs,buy,2.599259,15.39,40.0,0.0,11/4/2021,11/4/2021,Active,1.0,8/5/2021,n/a,4.0,6.57438,0.0,6.57438,109.65,0.0,109.65,16.680025576556268,16.678378797696514,0.0,0.0,,0.0,0.0
370,TER,Teradyne,sell,0.44368,143.93,63.86,0.0,11/4/2021,11/4/2021,Inactive,1.0,4/1/2021,11/4/2021,5.0,1.498463,1.498463,5.551115123125783e-17,185.59,193.86,-8.269999999999996,123.85303261408525,125.29300396682292,129.37419169509025,8.27325259999997,,8.27325259999997,8.90774888978266
371,TGT,Target,buy,0.192281,260.04,50.0,0.0,11/4/2021,11/4/2021,Active,1.0,3/22/2021,n/a,5.0,1.298051,0.0,1.298051,265.58000000000004,0.0,265.58000000000004,204.59944869654578,204.59904888174657,0.0,0.0,,0.0,0.0
372,NVEE,NV5 Global,buy,0.22856,109.38,25.0,0.0,11/4/2021,11/4/2021,Active,1.0,10/28/2021,n/a,2.0,1.191394,0.0,1.191394,125.0,0.0,125.0,104.91897058403852,104.91911156175034,0.0,0.0,,0.0,0.0
373,LRCX,Lam Research,buy,0.067394,593.52,40.0,0.0,11/4/2021,11/4/2021,Active,1.0,11/4/2021,n/a,2.0,0.153067,0.0,0.153067,90.0,0.0,90.0,587.9732823534791,587.9778136371654,0.0,0.0,,0.0,0.0
374,MNDY,Monday.com,sell,0.398392,359.5,143.22,0.0,11/5/2021,11/5/2021,Inactive,1.0,10/26/2021,11/5/2021,3.0,0.3983920000000001,0.398392,5.551115123125783e-17,150.0,143.22,6.780000000000001,376.512742073134,376.5135846101327,359.5,-6.777740340000004,,-6.777740340000004,-6.777740340000004
375,IDXX,IDEXX Laboratories,sell,0.115456,638.51,73.72,0.0,11/5/2021,11/5/2021,Inactive,1.0,10/19/2021,11/5/2021,2.0,0.115456,0.115456,0.0,75.0,73.72,1.2800000000000011,649.5976944463692,649.5981152993348,638.51,-1.2801408500000089,,-1.2801408500000089,-1.2801408500000089
376,NFLX,Netflix,sell,0.074522,663.03,49.41,0.0,11/5/2021,11/5/2021,Inactive,1.0,10/28/2021,11/5/2021,1.0,0.147896,0.147896,0.0,100.0,99.41,0.5900000000000034,676.15,670.9428088349748,672.1635488451345,-0.5895801799999947,,-0.5895801799999947,-0.9777286400000004
377,SYNA,Synaptics,buy,0.406553,245.97,100.0,0.0,11/5/2021,11/5/2021,Active,1.0,10/28/2021,n/a,2.0,0.9338949999999999,0.0,0.9338949999999999,200.0,0.0,200.0,214.15652173959603,214.15683776013364,0.0,0.0,,0.0,0.0
